Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time
1,1,1,-4.99999E+000,-3.88170E-009,36.92800E-003
1,1,2,-4.98999E+000,-4.40150E-009,58.69500E-003
1,1,3,-4.98001E+000,-4.20350E-009,79.97700E-003
1,1,4,-4.97001E+000,-3.77920E-009,101.28100E-003
1,1,5,-4.95999E+000,-4.11830E-009,122.57100E-003
1,1,6,-4.95001E+000,-4.40670E-009,144.80100E-003
1,1,7,-4.94001E+000,-3.93050E-009,166.08300E-003
1,1,8,-4.92999E+000,-3.88850E-009,187.35300E-003
1,1,9,-4.91999E+000,-4.39280E-009,208.65600E-003
1,1,10,-4.91001E+000,-4.17970E-009,229.95000E-003
1,1,11,-4.90001E+000,-3.76240E-009,251.20700E-003
1,1,12,-4.88999E+000,-4.09760E-009,272.50700E-003
1,1,13,-4.88001E+000,-4.45810E-009,293.81900E-003
1,1,14,-4.87001E+000,-4.01820E-009,315.06800E-003
1,1,15,-4.85999E+000,-3.78130E-009,336.37400E-003
1,1,16,-4.84999E+000,-4.27600E-009,357.64500E-003
1,1,17,-4.84001E+000,-4.29420E-009,378.91500E-003
1,1,18,-4.83001E+000,-3.83360E-009,400.16700E-003
1,1,19,-4.81999E+000,-4.02670E-009,421.76800E-003
1,1,20,-4.81000E+000,-4.43940E-009,443.05000E-003
1,1,21,-4.80001E+000,-4.06730E-009,464.30300E-003
1,1,22,-4.79000E+000,-3.74100E-009,485.62000E-003
1,1,23,-4.77999E+000,-4.18740E-009,506.89100E-003
1,1,24,-4.77001E+000,-4.36380E-009,528.18000E-003
1,1,25,-4.76001E+000,-3.88720E-009,549.47400E-003
1,1,26,-4.75001E+000,-3.93260E-009,582.37800E-003
1,1,27,-4.73999E+000,-3.84850E-009,603.67800E-003
1,1,28,-4.72999E+000,-4.32970E-009,624.97400E-003
1,1,29,-4.72001E+000,-4.18550E-009,646.28000E-003
1,1,30,-4.71001E+000,-3.76090E-009,667.57300E-003
1,1,31,-4.69999E+000,-4.10550E-009,689.32500E-003
1,1,32,-4.69001E+000,-4.42560E-009,710.60400E-003
1,1,33,-4.68001E+000,-3.97640E-009,731.90800E-003
1,1,34,-4.66999E+000,-3.82050E-009,753.35000E-003
1,1,35,-4.65999E+000,-4.30900E-009,774.63900E-003
1,1,36,-4.65001E+000,-4.18020E-009,796.31900E-003
1,1,37,-4.64001E+000,-3.75100E-009,817.61000E-003
1,1,38,-4.62999E+000,-4.07040E-009,838.88000E-003
1,1,39,-4.62000E+000,-4.43490E-009,860.18200E-003
1,1,40,-4.61001E+000,-4.00000E-009,881.45200E-003
1,1,41,-4.59999E+000,-3.75040E-009,902.70200E-003
1,1,42,-4.58999E+000,-4.23740E-009,924.01800E-003
1,1,43,-4.58001E+000,-4.27870E-009,945.30300E-003
1,1,44,-4.57001E+000,-3.82560E-009,966.55900E-003
1,1,45,-4.55999E+000,-3.95160E-009,987.87000E-003
1,1,46,-4.55000E+000,-4.40520E-009,1.00920E+000
1,1,47,-4.54001E+000,-4.06780E-009,1.03049E+000
1,1,48,-4.53000E+000,-3.69640E-009,1.05173E+000
1,1,49,-4.51999E+000,-4.25260E-009,1.07412E+000
1,1,50,-4.50999E+000,-3.97890E-009,1.10482E+000
1,1,51,-4.50000E+000,-4.39540E-009,1.12612E+000
1,1,52,-4.49001E+000,-4.01250E-009,1.14742E+000
1,1,53,-4.48000E+000,-3.67610E-009,1.16873E+000
1,1,54,-4.46999E+000,-4.11700E-009,1.19003E+000
1,1,55,-4.46001E+000,-4.28090E-009,1.21134E+000
1,1,56,-4.45001E+000,-3.80120E-009,1.23259E+000
1,1,57,-4.43999E+000,-3.99690E-009,1.25562E+000
1,1,58,-4.43000E+000,-4.33150E-009,1.27691E+000
1,1,59,-4.42001E+000,-3.64010E-009,1.30080E+000
1,1,60,-4.40999E+000,-3.93590E-009,1.32206E+000
1,1,61,-4.40001E+000,-4.27690E-009,1.34379E+000
1,1,62,-4.39001E+000,-3.82290E-009,1.36508E+000
1,1,63,-4.37999E+000,-3.63830E-009,1.38639E+000
1,1,64,-4.36999E+000,-4.12840E-009,1.40769E+000
1,1,65,-4.36001E+000,-4.06790E-009,1.42895E+000
1,1,66,-4.35001E+000,-3.60880E-009,1.45025E+000
1,1,67,-4.33999E+000,-3.82850E-009,1.47153E+000
1,1,68,-4.33000E+000,-4.24250E-009,1.49283E+000
1,1,69,-4.32001E+000,-3.84770E-009,1.51408E+000
1,1,70,-4.31000E+000,-3.51780E-009,1.53538E+000
1,1,71,-4.29999E+000,-3.97250E-009,1.55665E+000
1,1,72,-4.29001E+000,-4.13110E-009,1.57791E+000
1,1,73,-4.28001E+000,-3.65370E-009,1.59919E+000
1,1,74,-4.27000E+000,-4.21960E-009,1.62691E+000
1,1,75,-4.26001E+000,-3.69430E-009,1.64820E+000
1,1,76,-4.24999E+000,-3.56500E-009,1.66951E+000
1,1,77,-4.23999E+000,-4.02920E-009,1.69083E+000
1,1,78,-4.23001E+000,-4.00090E-009,1.71212E+000
1,1,79,-4.22001E+000,-3.54120E-009,1.73341E+000
1,1,80,-4.20999E+000,-3.72740E-009,1.75469E+000
1,1,81,-4.20000E+000,-4.17880E-009,1.77597E+000
1,1,82,-4.19001E+000,-3.78530E-009,1.79726E+000
1,1,83,-4.18000E+000,-3.45590E-009,1.81852E+000
1,1,84,-4.16999E+000,-3.96360E-009,1.84028E+000
1,1,85,-4.16001E+000,-4.04520E-009,1.86157E+000
1,1,86,-4.15001E+000,-3.57260E-009,1.88288E+000
1,1,87,-4.13999E+000,-3.67840E-009,1.90424E+000
1,1,88,-4.13000E+000,-4.14770E-009,1.92554E+000
1,1,89,-4.12001E+000,-3.79980E-009,1.94686E+000
1,1,90,-4.11000E+000,-3.42130E-009,1.96808E+000
1,1,91,-4.09999E+000,-3.90410E-009,1.98971E+000
1,1,92,-4.09001E+000,-4.11130E-009,2.01102E+000
1,1,93,-4.08001E+000,-3.61840E-009,2.03232E+000
1,1,94,-4.06999E+000,-3.67900E-009,2.05407E+000
1,1,95,-4.05999E+000,-4.14270E-009,2.07536E+000
1,1,96,-4.05001E+000,-3.81540E-009,2.09666E+000
1,1,97,-4.04000E+000,-3.43390E-009,2.11797E+000
1,1,98,-4.03000E+000,-3.44810E-009,2.15149E+000
1,1,99,-4.01999E+000,-3.92860E-009,2.17279E+000
1,1,100,-4.01001E+000,-4.19090E-009,2.19449E+000
1,1,101,-4.00001E+000,-3.73260E-009,2.21580E+000
1,1,102,-3.98999E+000,-3.76950E-009,2.23709E+000
1,1,103,-3.97999E+000,-4.25450E-009,2.25837E+000
1,1,104,-3.97001E+000,-3.99900E-009,2.27966E+000
1,1,105,-3.96000E+000,-3.58210E-009,2.30153E+000
1,1,106,-3.94999E+000,-4.03390E-009,2.32290E+000
1,1,107,-3.94001E+000,-4.25430E-009,2.34416E+000
1,1,108,-3.93001E+000,-3.72780E-009,2.36585E+000
1,1,109,-3.91999E+000,-3.79770E-009,2.38725E+000
1,1,110,-3.90999E+000,-4.27090E-009,2.40850E+000
1,1,111,-3.90001E+000,-3.95020E-009,2.42980E+000
1,1,112,-3.89000E+000,-3.61810E-009,2.45111E+000
1,1,113,-3.87999E+000,-4.00850E-009,2.47236E+000
1,1,114,-3.87001E+000,-4.30060E-009,2.49366E+000
1,1,115,-3.86001E+000,-3.83840E-009,2.51497E+000
1,1,116,-3.84999E+000,-3.81840E-009,2.53717E+000
1,1,117,-3.83999E+000,-4.27560E-009,2.55851E+000
1,1,118,-3.83001E+000,-3.97680E-009,2.57979E+000
1,1,119,-3.82000E+000,-3.58430E-009,2.60109E+000
1,1,120,-3.80999E+000,-4.17710E-009,2.62409E+000
1,1,121,-3.80001E+000,-4.10320E-009,2.64539E+000
1,1,122,-3.78999E+000,-4.28020E-009,2.67508E+000
1,1,123,-3.78001E+000,-4.00620E-009,2.69640E+000
1,1,124,-3.77000E+000,-3.60450E-009,2.71768E+000
1,1,125,-3.76000E+000,-4.04670E-009,2.73933E+000
1,1,126,-3.75001E+000,-4.26390E-009,2.76062E+000
1,1,127,-3.74001E+000,-3.80660E-009,2.78192E+000
1,1,128,-3.72999E+000,-3.86710E-009,2.80407E+000
1,1,129,-3.72000E+000,-4.28470E-009,2.82535E+000
1,1,130,-3.71001E+000,-3.96160E-009,2.84665E+000
1,1,131,-3.70000E+000,-3.61180E-009,2.86794E+000
1,1,132,-3.68999E+000,-4.03350E-009,2.88920E+000
1,1,133,-3.68001E+000,-4.23640E-009,2.91052E+000
1,1,134,-3.67001E+000,-3.81230E-009,2.93180E+000
1,1,135,-3.65999E+000,-3.75960E-009,2.95306E+000
1,1,136,-3.64999E+000,-4.19410E-009,2.97436E+000
1,1,137,-3.64001E+000,-4.05500E-009,2.99567E+000
1,1,138,-3.63001E+000,-3.67710E-009,3.01697E+000
1,1,139,-3.61999E+000,-3.96020E-009,3.03827E+000
1,1,140,-3.61000E+000,-4.29400E-009,3.05958E+000
1,1,141,-3.60001E+000,-3.86960E-009,3.08133E+000
1,1,142,-3.58999E+000,-3.72090E-009,3.10264E+000
1,1,143,-3.57999E+000,-4.14780E-009,3.12390E+000
1,1,144,-3.57001E+000,-4.06890E-009,3.14518E+000
1,1,145,-3.56001E+000,-3.65940E-009,3.16648E+000
1,1,146,-3.55001E+000,-3.87510E-009,3.19735E+000
1,1,147,-3.54000E+000,-3.69310E-009,3.21866E+000
1,1,148,-3.52999E+000,-4.18190E-009,3.24024E+000
1,1,149,-3.52001E+000,-4.17190E-009,3.26155E+000
1,1,150,-3.51001E+000,-3.73380E-009,3.28294E+000
1,1,151,-3.49999E+000,-3.92620E-009,3.30424E+000
1,1,152,-3.49000E+000,-4.34020E-009,3.32551E+000
1,1,153,-3.48001E+000,-4.00340E-009,3.34676E+000
1,1,154,-3.47000E+000,-3.69770E-009,3.36804E+000
1,1,155,-3.45999E+000,-4.10780E-009,3.38934E+000
1,1,156,-3.45001E+000,-4.26970E-009,3.41064E+000
1,1,157,-3.44001E+000,-3.81790E-009,3.43192E+000
1,1,158,-3.42999E+000,-3.80690E-009,3.45320E+000
1,1,159,-3.41999E+000,-4.25720E-009,3.47453E+000
1,1,160,-3.41001E+000,-4.05720E-009,3.49586E+000
1,1,161,-3.40001E+000,-3.64780E-009,3.51715E+000
1,1,162,-3.38999E+000,-3.96690E-009,3.53844E+000
1,1,163,-3.38000E+000,-4.27600E-009,3.55971E+000
1,1,164,-3.37001E+000,-3.79480E-009,3.58123E+000
1,1,165,-3.35999E+000,-3.64740E-009,3.60251E+000
1,1,166,-3.34999E+000,-4.09480E-009,3.62381E+000
1,1,167,-3.34002E+000,-4.05420E-009,3.64512E+000
1,1,168,-3.33001E+000,-3.65240E-009,3.66638E+000
1,1,169,-3.31999E+000,-3.87340E-009,3.68767E+000
1,1,170,-3.31000E+000,-3.93240E-009,3.72207E+000
1,1,171,-3.30001E+000,-4.16920E-009,3.74335E+000
1,1,172,-3.29001E+000,-3.78730E-009,3.76537E+000
1,1,173,-3.27999E+000,-3.85800E-009,3.78669E+000
1,1,174,-3.26999E+000,-4.30730E-009,3.80799E+000
1,1,175,-3.26001E+000,-3.92510E-009,3.83103E+000
1,1,176,-3.24999E+000,-3.74500E-009,3.85234E+000
1,1,177,-3.23999E+000,-4.19740E-009,3.87375E+000
1,1,178,-3.23001E+000,-4.14420E-009,3.89505E+000
1,1,179,-3.22001E+000,-3.72490E-009,3.91635E+000
1,1,180,-3.20999E+000,-3.94810E-009,3.93766E+000
1,1,181,-3.20000E+000,-4.32130E-009,3.95894E+000
1,1,182,-3.19001E+000,-3.95570E-009,3.98025E+000
1,1,183,-3.18000E+000,-3.70930E-009,4.00153E+000
1,1,184,-3.16999E+000,-4.07490E-009,4.02285E+000
1,1,185,-3.16001E+000,-4.18150E-009,4.04414E+000
1,1,186,-3.15001E+000,-3.74330E-009,4.06545E+000
1,1,187,-3.13999E+000,-3.79500E-009,4.08674E+000
1,1,188,-3.13000E+000,-4.29180E-009,4.10884E+000
1,1,189,-3.12001E+000,-3.90760E-009,4.13013E+000
1,1,190,-3.11000E+000,-3.59350E-009,4.15144E+000
1,1,191,-3.09999E+000,-4.03830E-009,4.17285E+000
1,1,192,-3.09001E+000,-4.16180E-009,4.19414E+000
1,1,193,-3.08001E+000,-3.69180E-009,4.21546E+000
1,1,194,-3.07001E+000,-3.98300E-009,4.24561E+000
1,1,195,-3.06001E+000,-3.56790E-009,4.26689E+000
1,1,196,-3.04999E+000,-3.88660E-009,4.28818E+000
1,1,197,-3.04001E+000,-4.21970E-009,4.30962E+000
1,1,198,-3.03001E+000,-3.54100E-009,4.33341E+000
1,1,199,-3.01999E+000,-3.85850E-009,4.35473E+000
1,1,200,-3.01001E+000,-4.15390E-009,4.37690E+000
1,1,201,-3.00001E+000,-3.68540E-009,4.39817E+000
1,1,202,-2.98999E+000,-3.62780E-009,4.41946E+000
1,1,203,-2.98000E+000,-4.15510E-009,4.44172E+000
1,1,204,-2.97001E+000,-3.81880E-009,4.46299E+000
1,1,205,-2.96000E+000,-3.52350E-009,4.48512E+000
1,1,206,-2.94999E+000,-3.96630E-009,4.50643E+000
1,1,207,-2.94001E+000,-4.00900E-009,4.52774E+000
1,1,208,-2.93001E+000,-3.54990E-009,4.54903E+000
1,1,209,-2.91999E+000,-3.67980E-009,4.57029E+000
1,1,210,-2.91000E+000,-4.11630E-009,4.59159E+000
1,1,211,-2.90001E+000,-3.77870E-009,4.61289E+000
1,1,212,-2.89000E+000,-3.42200E-009,4.63415E+000
1,1,213,-2.87999E+000,-3.83670E-009,4.65544E+000
1,1,214,-2.87001E+000,-4.08320E-009,4.67676E+000
1,1,215,-2.86001E+000,-3.60510E-009,4.69805E+000
1,1,216,-2.84999E+000,-3.53570E-009,4.71934E+000
1,1,217,-2.83999E+000,-4.01890E-009,4.74063E+000
1,1,218,-2.83000E+000,-3.41740E-009,4.76771E+000
1,1,219,-2.81999E+000,-3.85500E-009,4.78902E+000
1,1,220,-2.81001E+000,-4.05250E-009,4.81023E+000
1,1,221,-2.80001E+000,-3.60040E-009,4.83145E+000
1,1,222,-2.78999E+000,-3.56310E-009,4.85275E+000
1,1,223,-2.78000E+000,-4.12490E-009,4.87553E+000
1,1,224,-2.77001E+000,-3.73060E-009,4.89682E+000
1,1,225,-2.76000E+000,-3.43950E-009,4.91812E+000
1,1,226,-2.74999E+000,-3.84930E-009,4.93941E+000
1,1,227,-2.74001E+000,-3.96520E-009,4.96066E+000
1,1,228,-2.73001E+000,-3.50420E-009,4.98197E+000
1,1,229,-2.71999E+000,-3.59310E-009,5.00326E+000
1,1,230,-2.70999E+000,-4.05150E-009,5.02457E+000
1,1,231,-2.70001E+000,-3.77140E-009,5.04586E+000
1,1,232,-2.69000E+000,-3.40710E-009,5.06717E+000
1,1,233,-2.68000E+000,-3.81080E-009,5.08845E+000
1,1,234,-2.67001E+000,-4.08050E-009,5.10971E+000
1,1,235,-2.66001E+000,-3.62870E-009,5.13102E+000
1,1,236,-2.64999E+000,-3.49750E-009,5.15221E+000
1,1,237,-2.63999E+000,-3.97830E-009,5.17349E+000
1,1,238,-2.63001E+000,-3.91790E-009,5.19478E+000
1,1,239,-2.62001E+000,-3.44620E-009,5.21666E+000
1,1,240,-2.60999E+000,-3.78730E-009,5.23796E+000
1,1,241,-2.60001E+000,-4.15110E-009,5.25926E+000
1,1,242,-2.58999E+000,-4.14940E-009,5.29127E+000
1,1,243,-2.58001E+000,-3.74940E-009,5.31337E+000
1,1,244,-2.56999E+000,-3.46090E-009,5.33465E+000
1,1,245,-2.55999E+000,-3.98450E-009,5.35639E+000
1,1,246,-2.55001E+000,-3.98940E-009,5.37768E+000
1,1,247,-2.54001E+000,-3.55030E-009,5.39896E+000
1,1,248,-2.52999E+000,-3.71810E-009,5.42026E+000
1,1,249,-2.52000E+000,-4.16810E-009,5.44153E+000
1,1,250,-2.51001E+000,-3.81450E-009,5.46282E+000
1,1,251,-2.50000E+000,-3.46670E-009,5.48412E+000
1,1,252,-2.48999E+000,-3.91940E-009,5.50552E+000
1,1,253,-2.48001E+000,-4.11880E-009,5.52681E+000
1,1,254,-2.47001E+000,-3.65720E-009,5.54810E+000
1,1,255,-2.45999E+000,-3.65320E-009,5.56940E+000
1,1,256,-2.44999E+000,-4.11710E-009,5.59065E+000
1,1,257,-2.44001E+000,-3.93350E-009,5.61195E+000
1,1,258,-2.43001E+000,-3.53740E-009,5.63316E+000
1,1,259,-2.41999E+000,-3.88020E-009,5.65448E+000
1,1,260,-2.41001E+000,-4.23120E-009,5.67577E+000
1,1,261,-2.40001E+000,-3.66920E-009,5.69822E+000
1,1,262,-2.38999E+000,-3.66650E-009,5.71952E+000
1,1,263,-2.37999E+000,-4.11310E-009,5.74081E+000
1,1,264,-2.37001E+000,-3.90910E-009,5.76210E+000
1,1,265,-2.36001E+000,-3.52590E-009,5.78337E+000
1,1,266,-2.35001E+000,-3.82580E-009,5.81311E+000
1,1,267,-2.33999E+000,-3.53830E-009,5.83441E+000
1,1,268,-2.32999E+000,-4.06380E-009,5.85650E+000
1,1,269,-2.32002E+000,-4.02930E-009,5.87783E+000
1,1,270,-2.31001E+000,-3.59750E-009,5.89912E+000
1,1,271,-2.29999E+000,-3.79730E-009,5.92042E+000
1,1,272,-2.28999E+000,-4.20320E-009,5.94172E+000
1,1,273,-2.28001E+000,-3.82200E-009,5.96301E+000
1,1,274,-2.27000E+000,-3.54060E-009,5.98430E+000
1,1,275,-2.25999E+000,-3.97210E-009,6.00560E+000
1,1,276,-2.25001E+000,-4.11110E-009,6.02692E+000
1,1,277,-2.24001E+000,-3.67640E-009,6.04821E+000
1,1,278,-2.22999E+000,-3.70860E-009,6.06949E+000
1,1,279,-2.21999E+000,-4.14490E-009,6.09082E+000
1,1,280,-2.21001E+000,-3.90870E-009,6.11205E+000
1,1,281,-2.20001E+000,-3.53750E-009,6.13334E+000
1,1,282,-2.18999E+000,-3.89300E-009,6.15463E+000
1,1,283,-2.18001E+000,-4.18240E-009,6.17591E+000
1,1,284,-2.17001E+000,-3.74520E-009,6.19720E+000
1,1,285,-2.15999E+000,-3.66160E-009,6.21850E+000
1,1,286,-2.14999E+000,-4.07970E-009,6.23977E+000
1,1,287,-2.14001E+000,-4.02470E-009,6.26107E+000
1,1,288,-2.13001E+000,-3.61480E-009,6.28235E+000
1,1,289,-2.11999E+000,-3.81550E-009,6.30366E+000
1,1,290,-2.10999E+000,-3.81640E-009,6.33658E+000
1,1,291,-2.09999E+000,-4.25880E-009,6.35809E+000
1,1,292,-2.09001E+000,-3.92830E-009,6.37938E+000
1,1,293,-2.08000E+000,-3.50410E-009,6.40068E+000
1,1,294,-2.06999E+000,-3.90300E-009,6.42195E+000
1,1,295,-2.06001E+000,-4.13940E-009,6.44325E+000
1,1,296,-2.05001E+000,-3.65620E-009,6.46453E+000
1,1,297,-2.03999E+000,-3.59840E-009,6.48579E+000
1,1,298,-2.02999E+000,-4.02810E-009,6.50712E+000
1,1,299,-2.02001E+000,-3.84830E-009,6.52840E+000
1,1,300,-2.01000E+000,-3.48220E-009,6.54974E+000
1,1,301,-1.99999E+000,-3.83300E-009,6.57105E+000
1,1,302,-1.99000E+000,-4.17870E-009,6.59232E+000
1,1,303,-1.98001E+000,-3.79630E-009,6.61362E+000
1,1,304,-1.96999E+000,-3.59980E-009,6.63491E+000
1,1,305,-1.95999E+000,-4.01650E-009,6.65619E+000
1,1,306,-1.95001E+000,-4.00160E-009,6.67748E+000
1,1,307,-1.94001E+000,-3.58070E-009,6.69876E+000
1,1,308,-1.92999E+000,-3.75020E-009,6.72005E+000
1,1,309,-1.91999E+000,-4.14590E-009,6.74136E+000
1,1,310,-1.91001E+000,-3.78640E-009,6.76265E+000
1,1,311,-1.89999E+000,-3.52670E-009,6.78393E+000
1,1,312,-1.88999E+000,-3.94940E-009,6.80520E+000
1,1,313,-1.88001E+000,-4.10490E-009,6.82650E+000
1,1,314,-1.87001E+000,-3.91970E-009,6.86170E+000
1,1,315,-1.86000E+000,-3.53370E-009,6.88299E+000
1,1,316,-1.84999E+000,-3.86340E-009,6.90430E+000
1,1,317,-1.84001E+000,-4.11580E-009,6.92637E+000
1,1,318,-1.83001E+000,-3.68310E-009,6.94768E+000
1,1,319,-1.81999E+000,-3.69430E-009,6.96897E+000
1,1,320,-1.81000E+000,-4.19930E-009,6.99138E+000
1,1,321,-1.80001E+000,-3.79720E-009,7.01271E+000
1,1,322,-1.79000E+000,-3.51030E-009,7.03399E+000
1,1,323,-1.77999E+000,-3.91160E-009,7.05530E+000
1,1,324,-1.77001E+000,-4.07350E-009,7.07658E+000
1,1,325,-1.76001E+000,-3.60410E-009,7.09787E+000
1,1,326,-1.74999E+000,-3.62760E-009,7.11917E+000
1,1,327,-1.73999E+000,-4.05650E-009,7.14044E+000
1,1,328,-1.73001E+000,-3.86490E-009,7.16176E+000
1,1,329,-1.72000E+000,-3.52030E-009,7.18304E+000
1,1,330,-1.70999E+000,-3.85660E-009,7.20436E+000
1,1,331,-1.70000E+000,-4.15150E-009,7.22567E+000
1,1,332,-1.69001E+000,-3.71330E-009,7.24695E+000
1,1,333,-1.67999E+000,-3.56790E-009,7.26825E+000
1,1,334,-1.66999E+000,-4.01550E-009,7.28955E+000
1,1,335,-1.66001E+000,-3.95240E-009,7.31081E+000
1,1,336,-1.65001E+000,-3.51820E-009,7.33210E+000
1,1,337,-1.63999E+000,-3.58860E-009,7.35338E+000
1,1,338,-1.62999E+000,-3.22020E-009,7.38556E+000
1,1,339,-1.61999E+000,-3.64740E-009,7.40687E+000
1,1,340,-1.61001E+000,-3.47640E-009,7.42822E+000
1,1,341,-1.60000E+000,-3.35320E-009,7.44952E+000
1,1,342,-1.58999E+000,-3.70200E-009,7.47083E+000
1,1,343,-1.58000E+000,-3.97790E-009,7.49212E+000
1,1,344,-1.57001E+000,-3.48440E-009,7.51354E+000
1,1,345,-1.55999E+000,-3.37560E-009,7.53527E+000
1,1,346,-1.54999E+000,-3.78070E-009,7.55655E+000
1,1,347,-1.54001E+000,-3.57050E-009,7.57785E+000
1,1,348,-1.53000E+000,-3.22860E-009,7.59915E+000
1,1,349,-1.51999E+000,-3.41400E-009,7.62040E+000
1,1,350,-1.51000E+000,-3.72650E-009,7.64170E+000
1,1,351,-1.50000E+000,-3.29430E-009,7.66303E+000
1,1,352,-1.48999E+000,-3.04510E-009,7.68428E+000
1,1,353,-1.47999E+000,-3.47000E-009,7.70558E+000
1,1,354,-1.47001E+000,-3.53050E-009,7.72688E+000
1,1,355,-1.46000E+000,-2.97410E-009,7.74970E+000
1,1,356,-1.44999E+000,-3.28080E-009,7.77101E+000
1,1,357,-1.44000E+000,-3.59820E-009,7.79229E+000
1,1,358,-1.43001E+000,-3.22280E-009,7.81358E+000
1,1,359,-1.41999E+000,-3.07710E-009,7.83489E+000
1,1,360,-1.40999E+000,-3.50860E-009,7.85617E+000
1,1,361,-1.40001E+000,-3.42150E-009,7.87745E+000
1,1,362,-1.39001E+000,-3.57540E-009,7.90955E+000
1,1,363,-1.38001E+000,-3.20030E-009,7.93084E+000
1,1,364,-1.36999E+000,-3.29570E-009,7.95278E+000
1,1,365,-1.35999E+000,-3.73460E-009,7.97409E+000
1,1,366,-1.35001E+000,-3.52030E-009,7.99540E+000
1,1,367,-1.33999E+000,-3.28710E-009,8.01736E+000
1,1,368,-1.32999E+000,-3.70650E-009,8.03865E+000
1,1,369,-1.32001E+000,-3.79060E-009,8.05987E+000
1,1,370,-1.31001E+000,-3.37040E-009,8.08118E+000
1,1,371,-1.29999E+000,-3.43180E-009,8.10249E+000
1,1,372,-1.28999E+000,-3.82070E-009,8.12369E+000
1,1,373,-1.28001E+000,-3.55350E-009,8.14498E+000
1,1,374,-1.27000E+000,-3.20190E-009,8.16630E+000
1,1,375,-1.25999E+000,-3.66670E-009,8.18898E+000
1,1,376,-1.25001E+000,-3.65710E-009,8.21028E+000
1,1,377,-1.24001E+000,-3.25680E-009,8.23158E+000
1,1,378,-1.22999E+000,-3.37540E-009,8.25288E+000
1,1,379,-1.21999E+000,-3.74640E-009,8.27415E+000
1,1,380,-1.21001E+000,-3.24950E-009,8.29775E+000
1,1,381,-1.19999E+000,-3.28270E-009,8.31904E+000
1,1,382,-1.18999E+000,-3.69340E-009,8.34034E+000
1,1,383,-1.18001E+000,-3.46750E-009,8.36164E+000
1,1,384,-1.17000E+000,-3.14190E-009,8.38290E+000
1,1,385,-1.15999E+000,-3.49640E-009,8.40420E+000
1,1,386,-1.14999E+000,-3.18760E-009,8.43409E+000
1,1,387,-1.13999E+000,-3.60380E-009,8.45539E+000
1,1,388,-1.13001E+000,-3.65500E-009,8.47671E+000
1,1,389,-1.12001E+000,-3.25380E-009,8.49799E+000
1,1,390,-1.10999E+000,-3.36530E-009,8.51930E+000
1,1,391,-1.10001E+000,-3.73920E-009,8.54239E+000
1,1,392,-1.09001E+000,-3.27400E-009,8.56375E+000
1,1,393,-1.07999E+000,-3.18010E-009,8.58503E+000
1,1,394,-1.06999E+000,-3.58500E-009,8.60629E+000
1,1,395,-1.06001E+000,-3.45440E-009,8.62759E+000
1,1,396,-1.05000E+000,-3.06020E-009,8.64985E+000
1,1,397,-1.03999E+000,-3.44260E-009,8.67114E+000
1,1,398,-1.03001E+000,-3.65070E-009,8.69259E+000
1,1,399,-1.02001E+000,-3.19310E-009,8.71416E+000
1,1,400,-1.00999E+000,-3.21830E-009,8.73542E+000
1,1,401,-999.99200E-003,-3.64650E-009,8.75674E+000
1,1,402,-990.00600E-003,-3.36540E-009,8.77879E+000
1,1,403,-979.99600E-003,-3.07190E-009,8.80008E+000
1,1,404,-969.99100E-003,-3.47850E-009,8.82134E+000
1,1,405,-960.00600E-003,-3.62570E-009,8.84264E+000
1,1,406,-950.00600E-003,-3.22400E-009,8.86393E+000
1,1,407,-939.99000E-003,-3.20700E-009,8.88520E+000
1,1,408,-929.99100E-003,-3.61740E-009,8.90649E+000
1,1,409,-920.00700E-003,-3.43160E-009,8.92806E+000
1,1,410,-909.99200E-003,-3.63830E-009,8.95665E+000
1,1,411,-900.00600E-003,-3.42460E-009,8.97796E+000
1,1,412,-890.00300E-003,-3.07540E-009,8.99925E+000
1,1,413,-879.99100E-003,-3.38020E-009,9.02049E+000
1,1,414,-870.00300E-003,-3.65870E-009,9.04173E+000
1,1,415,-860.00600E-003,-3.28740E-009,9.06302E+000
1,1,416,-849.99000E-003,-3.27640E-009,9.08588E+000
1,1,417,-839.99500E-003,-3.65150E-009,9.10719E+000
1,1,418,-830.00600E-003,-3.36330E-009,9.12848E+000
1,1,419,-819.99100E-003,-3.12040E-009,9.15111E+000
1,1,420,-809.99200E-003,-3.53600E-009,9.17236E+000
1,1,421,-800.00800E-003,-3.49540E-009,9.19366E+000
1,1,422,-790.00500E-003,-3.09790E-009,9.21495E+000
1,1,423,-779.99000E-003,-3.28990E-009,9.23623E+000
1,1,424,-769.99600E-003,-3.65530E-009,9.25752E+000
1,1,425,-760.00600E-003,-3.31330E-009,9.27881E+000
1,1,426,-749.99500E-003,-3.03970E-009,9.30011E+000
1,1,427,-739.99000E-003,-3.43440E-009,9.32141E+000
1,1,428,-730.00700E-003,-3.56710E-009,9.34267E+000
1,1,429,-720.00600E-003,-3.15960E-009,9.36398E+000
1,1,430,-709.98900E-003,-3.17550E-009,9.38529E+000
1,1,431,-699.99200E-003,-3.57760E-009,9.40654E+000
1,1,432,-690.00700E-003,-3.37640E-009,9.42783E+000
1,1,433,-680.00200E-003,-3.01920E-009,9.44912E+000
1,1,434,-670.00700E-003,-3.18720E-009,9.48017E+000
1,1,435,-659.99100E-003,-3.11350E-009,9.50150E+000
1,1,436,-649.99200E-003,-3.54560E-009,9.52279E+000
